Rank,Name,developper,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,samename,Like_Percent,metaNoteQ,serieB
2163,NHL 2001,EA Sports,PS2,2000,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,NHL 2001,85,22,8.2,12,1,0.85,4,1
2165,My Weight Loss Coach,Ubisoft Montreal,DS,2008,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.96,My Weight Loss Coach,63,4,7.6,7,1,0.76,3,1
2166,Tom Clancy's Ghost Recon: Future Soldier,Ubisoft Paris,PS3,2012,Shooter,Ubisoft,0.41,0.33,0.09,0.12,0.96,Tom Clancy's Ghost Recon: Future Soldier,79,75,7.3,343,1,0.95,4,1
2168,Shinobi,Overworks,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,Shinobi,71,33,8.2,52,1,0.0,3,0
2169,Mortal Kombat: Deadly Alliance,Midway,XB,2002,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,Mortal Kombat: Deadly Alliance,79,31,8.4,114,1,0.93,4,1
2170,The Witcher 2: Assassins of Kings,CD Projekt Red Studio,PC,2011,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,0.96,The Witcher 2: Assassins of Kings,88,76,8.5,5898,1,0.93,4,1
2172,Naruto Shippuden: Ultimate Ninja Storm 3,CyberConnect2,PS3,2013,Fighting,Namco Bandai Games,0.32,0.33,0.15,0.15,0.96,Naruto Shippuden: Ultimate Ninja Storm 3,77,32,7.8,224,1,0.96,4,1
2173,LEGO Jurassic World,TT Games,X360,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.4,0.0,0.08,0.95,LEGO Jurassic World,70,46,7.1,114,1,0.0,3,0
2174,ESPN NBA 2K5,Visual Concepts,XB,2004,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,ESPN NBA 2K5,83,24,7.4,38,1,0.85,4,1
2175,Wheel of Fortune,Ubisoft,PS2,0,Misc,Unknown,0.47,0.36,0.0,0.12,0.95,Wheel of Fortune,0,4,0.0,0,1,0.0,1,0
2176,World Championship Poker,Coresoft,PS2,2004,Misc,Play It,0.8,0.03,0.0,0.13,0.95,World Championship Poker,60,8,7.9,12,1,0.0,3,0
2177,Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft Montreal,PS2,2005,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,Tom Clancy's Splinter Cell: Chaos Theory,92,36,8.7,533,1,0.96,4,1
2178,SpongeBob SquarePants: Battle for Bikini Bottom,Purple Lamp Studios,GC,2003,Platform,THQ,0.74,0.19,0.0,0.03,0.95,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,68,38,9.0,2078,1,0.0,3,1
2179,South Park: The Stick of Truth,Obsidian Entertainment,X360,2014,Role-Playing,Ubisoft,0.57,0.3,0.0,0.08,0.95,South Park: The Stick of Truth,85,48,8.6,2183,1,0.97,4,1
2180,Ben 10: Alien Force,Monkey Bar Games,DS,2008,Action,Koch Media,0.65,0.22,0.0,0.09,0.95,Ben 10: Alien Force,3,1,6.1,15,1,0.0,1,0
2182,Cars 2,Avalanche Software,Wii,2011,Racing,Disney Interactive Studios,0.46,0.39,0.0,0.1,0.95,Cars 2: The Video Game,72,35,7.5,27,1,0.0,3,0
2184,Kessen,Koei,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,Kessen,75,20,8.3,13,1,0.93,3,1
2185,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,KCEJ,GBA,2003,Misc,Konami Digital Entertainment,0.68,0.25,0.0,0.02,0.95,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,72,16,8.6,59,1,0.97,3,0
2187,Brutal Legend,Double Fine Productions,PS3,2009,Action,Electronic Arts,0.54,0.28,0.0,0.13,0.95,Brutal Legend,82,88,8.0,297,1,0.97,4,0
2188,Skylanders: Spyro's Adventure,Toys for Bob,PS3,2011,Action,Activision,0.39,0.4,0.0,0.16,0.95,Skylanders: Spyro's Adventure,81,11,5.9,46,1,0.96,4,1
2189,Guitar Hero: Metallica,Neversoft Entertainment,Wii,2009,Misc,Activision,0.41,0.43,0.0,0.1,0.95,Guitar Hero: Metallica,86,44,8.2,57,1,0.95,4,1
2190,Evolve,Turtle Rock Studios,PS4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15,0.95,Evolve,77,39,4.3,970,1,0.0,4,0
2191,WWE SmackDown vs. Raw 2009,Yuke's,PS3,2008,Fighting,THQ,0.51,0.31,0.01,0.13,0.95,WWE SmackDown vs. Raw 2009,78,37,7.0,58,1,0.93,4,1
2192,Army of Two: The 40th Day,EA Montreal,X360,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.08,0.95,Army of Two: The 40th Day,74,56,7.0,106,1,0.96,3,1
2195,Wii Play: Motion,Good-Feel,Wii,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95,Wii Play: Motion,60,34,6.3,24,1,0.87,3,1
2196,Killzone,Guerrilla,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,Killzone: Shadow Fall,73,88,6.8,2417,1,0.0,3,0
2197,The Tomb Raider Trilogy,Crystal Dynamics,PS3,2011,Action,Square Enix,0.27,0.5,0.0,0.17,0.94,The Tomb Raider Trilogy,78,37,8.3,77,1,0.93,4,0
2198,Colin McRae Rally 04,Codemasters,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94,Colin McRae Rally 04,87,6,7.6,59,1,0.96,4,1
2199,Star Fox 64 3D,Nintendo,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.07,0.94,Star Fox 64 3D,81,65,8.1,269,1,0.96,4,1
2200,The SpongeBob SquarePants Movie,Heavy Iron Studios,GC,2004,Platform,THQ,0.73,0.19,0.0,0.03,0.94,The SpongeBob SquarePants Movie,75,5,8.5,89,1,0.0,3,0
2201,Rocksmith 2014,Ubisoft,X360,2013,Misc,Ubisoft,0.69,0.17,0.0,0.08,0.94,Rocksmith 2014 Edition,89,7,7.9,167,1,0.93,4,0
2203,Cars,Beenox,Wii,2006,Racing,THQ,0.83,0.04,0.0,0.07,0.94,Cars,73,12,7.7,30,1,0.0,3,0
2204,Assassin's Creed III,Ubisoft,PC,2012,Action,Ubisoft,0.28,0.53,0.0,0.13,0.94,Assassin's Creed III,85,41,6.9,1572,1,0.94,4,0
2205,Castlevania: Lament of Innocence,KCET,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,Castlevania: Lament of Innocence,79,45,8.6,113,1,0.96,4,1
2206,Mario Tennis Open,Camelot Software Planning,3DS,2012,Sports,Nintendo,0.26,0.29,0.33,0.05,0.94,Mario Tennis Open,69,58,6.9,129,1,0.92,3,1
2207,The Witcher 2: Assassins of Kings,CD Projekt Red Studio,X360,2012,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94,The Witcher 2: Assassins of Kings,88,76,0.0,0,1,0.93,4,1
2208,Bayonetta,PlatinumGames,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94,Bayonetta 2,92,31,8.5,475,1,0.93,4,1
2209,Destroy All Humans!,Black Forest Games,PS2,2005,Shooter,THQ,0.78,0.03,0.0,0.13,0.94,Destroy All Humans!,70,40,8.0,127,1,0.0,3,0
2210,MVP Baseball 2005,EA Sports,XB,2005,Sports,Electronic Arts,0.7,0.2,0.0,0.03,0.94,MVP Baseball 2005,87,25,8.7,51,1,0.95,4,1
2212,NCAA Football 10,EA Tiburon,X360,2009,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,NCAA Football 10,80,20,6.9,14,1,0.92,4,1
2214,The Legend of Zelda: Twilight Princess HD,Nintendo,WiiU,2016,Action,Nintendo,0.48,0.3,0.08,0.08,0.94,The Legend of Zelda: Twilight Princess HD,86,74,8.5,517,1,0.96,4,1
2215,Bully,Rockstar Vancouver,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,Bully,87,69,8.9,572,1,0.0,4,0
2216,Prince of Persia: The Sands of Time,Ubisoft,XB,2003,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,Prince of Persia: The Sands of Time,92,44,8.8,353,1,0.95,4,1
2217,Phantasy Star Portable,Alfa System,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,Phantasy Star Portable,64,38,7.7,23,1,0.9,3,0
2218,Hot Shots Golf Fore!,Clap Hanz,PS2,2003,Sports,Sony Computer Entertainment,0.46,0.36,0.0,0.12,0.94,Hot Shots Golf Fore!,80,46,8.4,13,1,0.96,4,1
2219,MLB 06: The Show,SCEA San Diego Studios,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,MLB 06: The Show,83,30,8.6,32,1,0.95,4,1
2220,NHL 2003,EA Sports,PS2,2002,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,NHL 2003,79,20,7.1,18,1,0.95,4,1
2221,Operation Flashpoint: Dragon Rising,Codemasters,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,Operation Flashpoint: Dragon Rising,76,29,5.0,555,1,0.92,4,1
2222,Nickelodeon Fit,High Voltage Software,Wii,2010,Sports,Take-Two Interactive,0.78,0.09,0.0,0.06,0.93,Nickelodeon Fit,1,3,0.0,0,1,0.0,1,0
2223,Buzz! Quiz World,Relentless Software,PS3,2009,Misc,Sony Computer Entertainment,0.16,0.58,0.0,0.2,0.93,Buzz! Quiz World,80,33,7.9,20,1,0.9,4,1
2224,Bentley's Hackpack,Sanzaru Games,GBA,2005,Misc,unknown,0.67,0.25,0.0,0.02,0.93,Bentley's Hackpack,1,3,7.4,9,1,0.0,1,0
2225,Tony Hawk's Pro Skater 4,Neversoft Entertainment,XB,2002,Sports,Activision,0.59,0.3,0.0,0.04,0.93,Tony Hawk's Pro Skater 4,94,27,8.4,189,1,0.93,4,1
2226,Borderlands 2,Gearbox Software,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.11,0.93,Borderlands 2,89,38,8.2,3331,1,0.0,4,0
2227,EA Sports Grand Slam Tennis,EA Canada,Wii,2009,Sports,Electronic Arts,0.29,0.52,0.02,0.11,0.93,Grand Slam Tennis,78,59,7.4,63,1,0.89,4,0
2229,SSX,EA Canada,PS3,2012,Sports,Electronic Arts,0.35,0.42,0.02,0.14,0.93,SSX,82,65,6.4,193,1,0.83,4,1
2230,Sonic Riders: Zero Gravity,Sonic Team,Wii,2008,Racing,Sega,0.5,0.32,0.02,0.1,0.93,Sonic Riders: Zero Gravity,56,26,8.0,92,1,0.96,3,1
2231,LEGO Jurassic World,TT Games,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.34,0.44,0.0,0.15,0.93,LEGO Jurassic World,70,46,7.1,114,1,0.0,3,0
2232,Build-A-Bear Workshop,Neko Entertainment,DS,2007,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93,Build-A-Bear Workshop,61,11,4.7,6,1,0.0,3,0
2233,Crash City Mayhem,Rocket Company,GBA,2004,Racing,THQ,0.67,0.25,0.0,0.02,0.93,Crash City Mayhem,59,6,5.6,5,1,0.0,3,0
2234,Spider-Man,Insomniac Games,2600,1981,Action,Parker Bros.,0.87,0.05,0.0,0.01,0.93,Marvel's Spider-Man,87,116,8.7,7186,1,0.0,4,0
2235,Mega Man 4,Capcom,NES,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93,Mega Man 4,0,4,9.6,45,1,0.0,1,1
2236,Castlevania II: Simon's Quest,Konami,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0.0,0.93,Castlevania II: Simon's Quest,0,4,5.9,13,1,0.82,1,1
2237,Toy Story 2: Buzz Lightyear to the Rescue!,Traveller's Tales,N64,1999,Platform,Activision,0.71,0.2,0.0,0.01,0.93,Toy Story 2: Buzz Lightyear to the Rescue!,75,11,8.1,74,1,0.0,3,0
2238,Teenage Mutant Ninja Turtles,PlatinumGames,GBA,2003,Action,Unknown,0.67,0.25,0.0,0.02,0.93,Teenage Mutant Ninja Turtles: Mutants in Manhattan,44,49,5.5,179,1,0.0,2,0
2239,MLB 07: The Show,SCEA,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93,MLB 07: The Show,83,25,8.6,19,1,0.85,4,1
2241,Cars,Rainbow Studios,GC,2006,Racing,THQ,0.72,0.19,0.0,0.03,0.93,Cars,71,30,8.7,37,1,0.0,3,0
2242,Brothers in Arms: Hell's Highway,Gearbox Software,PS3,2008,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93,Brothers in Arms: Hell's Highway,79,22,7.7,173,1,0.96,4,1
2243,Inazuma Eleven 3,Level 5,DS,2010,Role-Playing,Level 5,0.0,0.0,0.93,0.0,0.93,Inazuma Eleven 3: Team Ogre Attacks!,70,18,7.4,16,1,0.96,3,1
2244,Pokken Tournament,Bandai Namco Games,WiiU,2016,Fighting,Namco Bandai Games,0.47,0.22,0.16,0.07,0.93,Pokken Tournament DX,79,62,7.6,262,1,0.95,4,1
2245,SnoCross Championship Racing,UDS,PS,1999,Racing,Ubisoft,0.52,0.35,0.0,0.06,0.93,SnoCross Championship Racing,66,8,0.0,0,1,0.0,3,0
2246,Teenage Mutant Ninja Turtles,PlatinumGames,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0.0,0.12,0.92,Teenage Mutant Ninja Turtles: Mutants in Manhattan,44,49,5.5,179,1,0.0,2,0
2247,Top Gun: Combat Zones,Titus Software,PS2,2001,Simulation,Titus,0.45,0.35,0.0,0.12,0.92,Top Gun: Combat Zones,59,10,6.3,8,1,0.86,3,0
2248,Blue Dragon,Artoon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.08,0.92,Blue Dragon,79,56,7.9,193,1,0.91,4,1
2250,NCAA Football 11,EA Tiburon,X360,2010,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,NCAA Football 11,85,22,7.5,27,1,0.93,4,1
2251,NHL 98,EA Sports,PS,1997,Sports,Electronic Arts,0.51,0.35,0.0,0.06,0.92,NHL 98,0,4,8.1,12,1,0.87,1,1
2252,FIFA Street,EA Sports,X360,2012,Sports,Electronic Arts,0.17,0.65,0.0,0.1,0.92,FIFA Street,76,36,6.6,85,1,0.0,4,0
2253,EA Sports Active 2,EA Canada,PS3,2010,Sports,Electronic Arts,0.52,0.28,0.0,0.12,0.92,EA Sports Active 2,79,8,8.1,22,1,0.84,4,0
2255,WWE SmackDown vs. Raw 2009,Yuke's,X360,2008,Fighting,THQ,0.58,0.26,0.0,0.08,0.92,WWE SmackDown vs. Raw 2009,78,37,7.0,58,1,0.93,4,1
2256,Dante's Inferno,Visceral Games,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,Dante's Inferno,75,69,7.6,338,1,0.0,3,0
2258,Space Jam,Digital Eclipse,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0.0,0.06,0.92,Space Jam: A New Legacy - The Game,53,5,7.0,9,1,0.0,3,0
2259,Kung Fu Panda,"Luxoflux, Inc.",Wii,2008,Action,Activision,0.5,0.32,0.0,0.09,0.92,DreamWorks Kung Fu Panda,75,42,7.3,38,1,0.0,3,0
2261,Balloon Fight,Nintendo,NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92,Balloon Fight,0,4,6.2,5,1,0.0,1,1
2262,Assassin's Creed,Ubisoft Montreal,PC,2008,Adventure,Ubisoft,0.01,0.83,0.0,0.08,0.92,Assassin's Creed Valhalla,80,50,7.2,2432,1,0.0,4,0
2263,Disney Magical World,h.a.n.d. Inc.,3DS,2013,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92,Disney Magical World,71,27,7.5,26,1,0.87,3,1
2264,Crysis 3,Crytek,X360,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92,Crysis 3,76,47,6.7,1484,1,0.96,4,0
2266,Dynasty Warriors 7,Omega Force,PS3,2011,Action,Tecmo Koei,0.25,0.14,0.46,0.06,0.92,Dynasty Warriors 7,57,25,7.3,64,1,0.93,3,1
2267,The Evil Within,Tango Gameworks,PS3,2014,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,0.92,The Evil Within,75,65,7.6,1785,1,0.0,3,0
2268,MLB 12: The Show,SCEA San Diego Studios,PS3,2012,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,MLB 12: The Show,87,23,7.9,72,1,0.95,4,1
2269,Sonic Riders,Sonic Team,GC,2006,Racing,Sega,0.71,0.18,0.0,0.03,0.92,Sonic Riders,59,32,8.0,91,1,0.96,3,1
2270,Starsky & Hutch,Minds-Eye Productions,PS2,2003,Racing,Empire Interactive,0.45,0.35,0.0,0.12,0.92,Starsky & Hutch,60,15,7.3,10,1,0.0,3,0
2272,Lost Odyssey,Mistwalker,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92,Lost Odyssey,78,68,8.4,527,1,0.95,4,0
2273,MLB 15: The Show,SCEA San Diego Studios,PS4,2015,Sports,Sony Computer Entertainment,0.67,0.08,0.0,0.17,0.92,MLB 15: The Show,80,44,7.7,199,1,0.87,4,1
2274,Operation Flashpoint: Dragon Rising,Codemasters,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.92,Operation Flashpoint: Dragon Rising,76,29,5.0,555,1,0.92,4,1
2275,Homefront,Digital Extremes,PS3,2011,Shooter,THQ,0.32,0.4,0.04,0.15,0.91,Homefront,70,36,5.6,634,1,0.0,3,0
2276,AMF Bowling Pinbusters!,Atomic Planet Entertainment,Wii,2007,Sports,Bethesda Softworks,0.85,0.0,0.0,0.07,0.91,AMF Bowling Pinbusters!,33,5,1.5,4,1,0.0,2,0
2277,Street Hoops,Black Ops Entertainment,PS2,2002,Sports,Activision,0.45,0.35,0.0,0.12,0.91,Street Hoops,58,22,6.4,5,1,0.97,3,0
2278,Avatar: The Game,Ubisoft Montreal,PS3,2009,Action,Ubisoft,0.32,0.43,0.0,0.16,0.91,James Cameron's Avatar: The Game,59,16,7.1,111,1,0.0,3,0
2279,Harvest Moon 3D: A New Beginning,Marvelous AQL,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.29,0.05,0.91,Harvest Moon 3D: A New Beginning,74,21,7.7,71,1,0.93,3,1
2280,Tom Clancy's EndWar,Ubisoft Shanghai,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,Tom Clancy's EndWar,68,24,6.7,50,1,0.92,3,0
2281,Knockout Kings 2002,Electronic Arts,PS2,2002,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,Knockout Kings 2002,76,23,8.5,11,1,0.0,4,1
2282,Tokyo Xtreme Racer 3,Genki,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,Tokyo Xtreme Racer 3,63,15,8.7,25,1,0.97,3,1
2283,LEGO Indiana Jones 2: The Adventure Continues,Traveller's Tales,PS3,2009,Action,Activision,0.47,0.3,0.0,0.13,0.91,LEGO Indiana Jones 2: The Adventure Continues,71,41,7.6,44,1,0.94,3,1
2284,Colin McRae Rally 2.0,Codemasters,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,Colin McRae Rally 2.0,90,13,8.3,60,1,0.97,4,1
2286,MX vs. ATV Reflex,Rainbow Studios,PS3,2009,Racing,THQ,0.52,0.26,0.0,0.12,0.91,MX vs. ATV Reflex,75,47,6.5,36,1,0.93,3,1
2287,Minecraft: Story Mode,Telltale Games,X360,2015,Adventure,Mojang,0.46,0.38,0.0,0.08,0.91,Minecraft: Story Mode - A Telltale Games Series - The Complete Adventure,67,5,6.6,68,1,0.0,3,1
2288,Namco Museum,Bandai Namco Games,XB,0,Misc,Unknown,0.77,0.11,0.0,0.04,0.91,Namco Museum,72,40,7.6,39,1,0.0,3,0
2289,Marvel: Ultimate Alliance 2,Vicarious Visions,X360,2009,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.91,Marvel: Ultimate Alliance 2,73,75,7.4,99,1,0.94,3,1
2290,Call of Duty: World at War,Treyarch,DS,2008,Shooter,Activision,0.57,0.26,0.0,0.08,0.91,Call of Duty: World at War,84,84,7.6,684,1,0.95,4,1
2292,Sonic Mega Collection Plus,Sonic Team,XB,2004,Misc,Sega,0.61,0.26,0.0,0.04,0.91,Sonic Mega Collection Plus,73,21,8.6,48,1,0.95,3,1
2293,DJ Hero,FreeStyleGames,PS3,2009,Misc,Activision,0.42,0.34,0.0,0.14,0.91,DJ Hero,86,53,7.5,57,1,0.91,4,1
2294,Dragon Age: Inquisition,BioWare,XOne,2014,Role-Playing,Electronic Arts,0.55,0.28,0.0,0.07,0.91,Dragon Age: Inquisition,89,43,7.4,2778,1,0.92,4,0
2295,The Simpsons Game,EA Redwood Shores,PS3,2007,Action,Electronic Arts,0.38,0.37,0.0,0.15,0.91,The Simpsons Game,71,30,7.5,67,1,0.96,3,0
2296,Tiger Woods PGA Tour 2002,EA Sports,PS2,2002,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9,Tiger Woods PGA Tour 2002,80,23,7.6,5,1,0.0,4,1
2297,Rhythm Heaven,Nintendo,Wii,0,Misc,Unknown,0.13,0.0,0.77,0.01,0.9,Rhythm Heaven Megamix,83,37,8.2,78,1,0.97,4,0
2299,MLB 2005,989 Sports,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,0.9,MLB 2005,78,36,7.6,9,1,0.0,4,0
2300,SOCOM 4: U.S. Navy SEALs,Zipper Interactive,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9,SOCOM 4: U.S. Navy SEALs,67,64,6.5,130,1,0.9,3,1
2301,Burnout Revenge,Criterion Games,PS2,2005,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,Burnout Revenge,89,61,0.0,0,1,0.96,4,1
2302,Buzz! Quiz TV,Relentless Software,PS3,2008,Misc,Sony Computer Entertainment,0.28,0.48,0.0,0.14,0.9,Buzz! Quiz TV,80,48,7.2,31,1,0.92,4,1
2303,We Ski & Snowboard,Bandai Namco Games,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.9,We Ski & Snowboard,66,27,8.5,8,1,0.98,3,1
2304,Destruction Derby,Studio 33,PS,1995,Racing,Psygnosis,0.5,0.34,0.0,0.06,0.9,Destruction Derby Raw,69,9,7.0,18,1,0.0,3,0
2305,TouchMaster 2,Midway Studios - San Diego,DS,2008,Puzzle,Midway Games,0.3,0.49,0.0,0.1,0.9,TouchMaster 2,76,8,0.0,0,1,0.0,4,0
2306,Crysis 3,Crytek,PS3,2013,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9,Crysis 3,76,47,6.7,1484,1,0.96,4,0
2308,Hot Shots Tennis,Clap Hanz,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,Hot Shots Tennis,0,4,6.3,9,1,0.0,1,0
2309,Sonic Heroes,Sonic Team,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9,Sonic Heroes,72,49,7.9,250,1,0.96,3,1
2310,Resistance: Retribution,Sony Bend,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.36,0.05,0.22,0.9,Resistance: Retribution,81,67,8.1,106,1,0.95,4,1
2311,Tiger Woods PGA Tour 12: The Masters,Electronic Arts,PS3,2011,Sports,Electronic Arts,0.52,0.26,0.0,0.12,0.9,Tiger Woods PGA Tour 12: The Masters,80,41,7.2,19,1,0.86,4,1
2312,Star Wars: The Force Unleashed,LucasArts,DS,2008,Action,LucasArts,0.51,0.29,0.0,0.09,0.9,Star Wars: The Force Unleashed,73,74,6.8,483,1,0.96,3,0
2313,Madden NFL 99,EA Sports,N64,1998,Sports,Electronic Arts,0.84,0.05,0.0,0.01,0.9,Madden NFL 99,0,4,0.0,0,1,0.75,1,1
2314,Spider-Man 3,Treyarch,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,Spider-Man 3,60,33,6.7,60,1,0.0,3,0
2315,James Bond 007: Agent Under Fire,Electronic Arts,XB,2002,Shooter,Electronic Arts,0.65,0.22,0.0,0.03,0.9,James Bond 007: Agent Under Fire,71,16,7.2,18,1,0.94,3,1
2317,The Elder Scrolls Online,ZeniMax Media,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.48,0.0,0.09,0.9,The Elder Scrolls Online,71,64,5.7,2628,1,0.9,3,1
2318,Pure,Black Rock Studio,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0.0,0.14,0.9,Pure,85,55,7.8,93,1,0.0,4,0
2319,FIFA Soccer 09 All-Play,EA Canada,Wii,2008,Sports,Electronic Arts,0.29,0.52,0.0,0.09,0.9,FIFA Soccer 09 All-Play,80,18,8.3,23,1,0.91,4,1
2320,Fossil Fighters,RED Entertainment,DS,2008,Role-Playing,Nintendo,0.84,0.0,0.0,0.06,0.9,Fossil Fighters,70,17,8.4,25,1,0.95,3,1
2321,LittleBigPlanet Karting,United Front Games,PS3,2012,Action,Sony Computer Entertainment,0.42,0.32,0.01,0.15,0.9,LittleBigPlanet Karting,73,69,7.1,187,1,0.95,3,1
2322,X-Men Legends,Raven Software,XB,2004,Role-Playing,Activision,0.62,0.24,0.0,0.04,0.9,X-Men Legends,81,36,8.4,19,1,0.96,4,0
2323,NBA Live 2005,EA Canada,XB,2004,Sports,Electronic Arts,0.81,0.05,0.0,0.04,0.9,NBA Live 2005,84,21,8.2,48,1,0.94,4,1
2324,Harry Potter: Quidditch World Cup,Electronic Arts,PS2,2003,Sports,Electronic Arts,0.44,0.34,0.0,0.11,0.9,Harry Potter: Quidditch World Cup,69,13,7.5,54,1,0.92,3,1
2325,The Biggest Loser: Ultimate Workout,Blitz Games Studios,X360,2010,Sports,THQ,0.73,0.1,0.0,0.06,0.9,The Biggest Loser: Ultimate Workout,68,11,0.0,0,1,0.0,3,0
2326,Madagascar,Beenox,GBA,2005,Platform,Activision,0.62,0.24,0.0,0.03,0.89,Madagascar,73,14,7.9,26,1,0.0,3,0
2327,Call of Juarez: Bound in Blood,Techland,PS3,2009,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89,Call of Juarez: Bound in Blood,78,47,7.6,113,1,0.95,4,1
2328,Killzone: Liberation,Guerrilla,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.28,0.0,0.18,0.89,Killzone: Liberation,77,56,8.0,109,1,0.91,4,1
2329,Madden NFL 08,EA Tiburon,Wii,2007,Sports,Electronic Arts,0.82,0.01,0.0,0.07,0.89,Madden NFL 08,85,46,7.0,146,1,0.97,4,1
2330,Blitz: The League,Midway,PS2,2005,Sports,Unknown,0.74,0.03,0.0,0.12,0.89,Blitz: The League,76,25,8.0,21,1,0.0,4,0
2331,LEGO Jurassic World,TT Games,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,0.89,LEGO Jurassic World,70,46,7.1,114,1,0.0,3,0
2332,Castlevania: Circle of the Moon,KCEK,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89,Castlevania: Circle of the Moon,91,22,8.3,98,1,0.93,4,1
2333,Sonic Chronicles: The Dark Brotherhood,BioWare,DS,2008,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89,Sonic Chronicles: The Dark Brotherhood,74,55,6.9,116,1,0.92,3,1
2334,Tiger Woods PGA Tour 06,EA Sports,PS2,2005,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,Tiger Woods PGA Tour 06,82,19,5.8,5,1,0.98,4,1
